gender,age,height_cm,weight_kg,body fat_%,diastolic,systolic,gripForce,sit and bend forward_cm,sit-ups counts,broad jump_cm,class_A,class_B,class_C,class_D
1,-0.7174321154205013,0.44387297646368046,0.6521500228212032,-0.26736655295441125,0.11200889767036845,-0.01595937229444,1.68819028655924,0.37731733730557276,1.4169614714199297,0.6740086209328173,0,0,1,0
1,-0.8642196972935329,-0.4224654830347654,-0.9747343800865873,-1.0390806775052246,-0.16727827051968358,-0.28782031940175085,-0.05307347459389275,0.12898357674457875,0.9266337230215235,0.9750131353400145,1,0,0,0
1,-0.4238569516744381,1.3102114359621229,0.8831274380488529,-0.4327338653581568,1.2291575704305766,1.4792758367957697,0.7375543953350971,-0.379509361546981,0.6464464382224341,-0.22900492228877434,0,0,1,0
1,-0.35046316073792233,0.704961279326224,0.30568389997972917,-0.6670042245967969,-0.26037399324970095,1.1394496529116311,0.4175383527447918,-0.001096012120704129,0.9266337230215235,0.7241760400006836,0,1,0,0
1,-0.6440383244839856,0.6218877284154156,0.021146504409437262,-0.8461521463675209,-0.818948329629805,-0.21985508262492315,0.6151953202270394,1.4061286310582637,0.3662591534233448,0.6740086209328173,0,1,0,0
0,-0.05688799699185909,-0.37499488251430196,-1.0082093678007393,-0.17090228738555968,-1.3775226660099091,-0.7635769768395448,-1.2390152794873777,0.684778183714423,-0.894583628172557,-0.9313487892389012,0,1,0,0
0,0.38347474862723574,-0.48180373368534374,-0.31360337273208344,1.2347198680462788,-0.6327568841697704,0.3238668115896986,-1.3425498815018884,-1.7039560845389503,-1.525005018970508,-1.1069347559764329,0,0,0,1
1,-0.2770693698014065,0.7524318798466874,0.816177462620549,1.882408508294282,0.48439178859043786,0.459797285143354,0.8410889973496078,-0.3440331100382675,0.15611868982402785,1.10043168300968,0,1,0,0
1,1.2642002398654253,-0.20884778069268184,0.004409010552360987,0.6008118371652535,0.5774875113204552,2.36282391489453,0.3234159872770549,0.40096817164471543,-0.40425587977415073,-1.0567673369085666,0,0,1,0
1,-0.6440383244839856,1.9510645429883702,1.4354647353323615,-1.2182285992759487,0.2051046204003858,1.7511367839030807,1.9705573829624508,-0.3676839443774099,1.066727365421068,0.5736737827970849,0,1,0,0
1,0.38347474862723574,0.07597582243009174,-0.1713346749469369,-0.5429787402939873,-1.4706183887399265,-1.3752641078309944,0.6151953202270394,0.0935073252358652,1.9773360410181082,0.5235063637292188,1,0,0,0
0,1.4843816126749727,-1.8465834986486467,-1.5438091712271724,-0.32248899042232676,-0.9120440523598223,-1.6471250549383052,-1.4554967200631725,1.749065728975827,-2.78584780056641,-2.511622489876687,0,0,0,1
0,-0.7174321154205013,-1.4905539947451762,-1.1337405717288096,1.689479977156579,-0.9120440523598223,-0.967472687170028,-1.3049009353147933,-0.24942977268169836,-0.8245368069727848,-1.1571021750442991,0,0,1,0
1,-1.0844010701030804,0.8473730808876108,0.037883998266513536,-1.6454274896522918,-0.7258526068997877,-1.8510207652687882,1.4622966094366716,0.4719206746621421,1.066727365421068,1.0502642639418138,0,0,1,0
1,-0.9376134882300488,1.476358537783743,1.4187272414752865,-0.39139203725722077,0.11200889767036845,-0.6956117400627172,1.1234560937528186,-0.9471293856863966,0.9966805442212958,0.5736737827970849,0,0,1,0
0,0.6036561214367832,-1.134524490841706,-0.3638158543033117,1.0555719462755537,1.322253293160594,0.935553942581148,-0.2695549151696874,0.4482698403229999,-0.6844431645732401,-0.881181370171035,1,0,0,0
0,-0.8642196972935329,-0.5174066840756921,-0.07090971180448165,0.9591076807067023,0.29820034313040317,-0.6956117400627172,-1.0601827850986776,0.9094611099362747,-0.05402177377528912,-0.30425605089057367,0,0,1,0
1,-0.7908259063570171,1.3458143863524712,0.3391588876938817,-1.8659172395239527,-1.3775226660099091,0.3238668115896986,2.1305654042576037,0.3063648342881461,1.4870082926197021,1.2258502306793455,1,0,0,0
1,-0.7908259063570171,0.07597582243009174,0.2638401653370391,-0.30870838105534776,-1.4706183887399265,-0.08392460907126771,0.408126116198018,-0.012921429290275243,0.9266337230215235,0.8746782972042821,0,1,0,0
0,-1.157794861039596,-0.6954214360274273,-1.6944466159408564,-0.5981011777619029,-0.07418254778966625,0.18793633803604315,-1.0884194947389987,0.6256510978665671,-0.2641622373746061,-1.3326881417818308,0,1,0,0
0,-0.8642196972935329,-0.814097937328584,-0.342057112289113,1.1106943837434693,0.9498704022405245,-0.15188984584809542,-1.1260684409260933,-0.5332397847514061,-0.05402177377528912,-0.7557628225013695,0,0,1,0
0,1.6311691945480045,-1.5024216448752914,-0.3972908420174636,0.9591076807067023,-0.26037399324970095,0.8675887058043203,-0.015424528406798118,1.6426369744496867,-1.0346772705721017,-1.7089437847908273,1,0,0,0
1,0.08989958488117251,-0.2207154308228002,-0.012328483304715287,-0.005534974981814125,-0.818948329629805,-1.3072988710541666,-1.0225338389115826,0.5310477605099979,1.5570551138194744,0.6238412018649512,0,0,0,1
1,0.5302623305002673,0.1709170234710185,-0.347078360446236,-1.4249377397806309,-1.2844269432798918,-1.0354379239468556,0.7093176856947764,-0.4268110302252657,0.6464464382224341,0.1472507207202222,0,1,0,0
0,-1.0110072791665645,-0.5292743342058072,-0.6734594906592186,0.8764240245048297,1.1360618477005593,-0.28782031940175085,-1.163717387113188,1.453430299736548,-0.5443495221736954,-0.5300094366959716,0,0,1,0
1,1.8513505673575519,0.052240522169861726,0.2722089122655778,1.0004495088076388,1.601540461350646,1.0714844161348034,0.21988138526254417,-1.3255427351126734,0.22616551102380017,-1.4831903989854294,0,0,1,0
0,0.7504437033098147,-1.2175980417525145,-1.1672155594429616,0.8213015870369141,-0.818948329629805,-0.8995074503932003,-1.0413583120051302,-0.8407006311602562,-0.5443495221736954,-0.9815162083067674,0,0,0,1
1,0.8238374942463306,0.8592407310177291,1.4270959884038241,1.1244749931104479,0.3912960658604205,-0.3557855561785786,-0.2977916248100088,-1.361018986621387,-1.104724091771874,0.5235063637292188,0,0,0,1
1,-0.05688799699185909,0.8829760312779591,1.1592960866906072,0.17361294678891045,0.2051046204003858,0.5957277586970094,0.8693257069899294,-0.8407006311602562,0.9966805442212958,1.0502642639418138,0,0,1,0
0,0.9706250761193621,-1.0395832898007793,-0.8659406700155927,0.15983233742193145,-1.4706183887399265,-1.8510207652687882,-0.5801587212132192,1.086842367479842,-0.6844431645732401,-1.1821858845782323,1,0,0,0
1,-0.8642196972935329,0.2777258746420603,0.2722089122655778,-1.0390806775052246,0.11200889767036845,-0.21985508262492315,-0.05307347459389275,1.3233507108712652,-0.12406859497506145,1.4014361974168774,0,0,1,0
1,-0.7908259063570171,0.9660495821887676,0.816177462620549,-0.9563970213033515,-1.1913312205498745,-0.08392460907126771,1.2269906957673293,-0.7224464594645446,0.7865400806219788,0.824510878136416,0,0,1,0
0,-0.6440383244839856,-1.0751862401911276,-1.3312429992423067,0.17361294678891045,0.29820034313040317,-0.491716029732234,0.02222441778029718,0.921286527105846,-0.19411541617483377,-1.132018465510366,1,0,0,0
1,-0.4972507426109539,0.42013767620344705,1.0086586419769232,0.4767863528624441,1.1360618477005593,1.207414889688459,-0.2130814958890451,-2.035067765286943,0.016025047424483203,0.04691588258448979,0,0,0,1
0,0.8972312851828463,-2.024598250600382,-1.292746763371032,0.6008118371652535,-0.16727827051968358,0.935553942581148,-1.2390152794873777,0.7202544352231365,-0.05402177377528912,-0.9062650797049681,0,1,0,0
1,0.23668716675420412,1.0728584333598092,1.7702146124738822,-0.4051726466241993,1.322253293160594,0.5277625219201817,1.3681742439689346,-0.3676839443774099,0.9966805442212958,0.849594587670349,0,0,1,0
1,-1.157794861039596,0.4676082767239104,-0.08764720566155673,-1.4800601772485462,0.29820034313040317,-0.01595937229444,1.339937534328614,-1.0535581402125367,0.43630597462311715,-0.30425605089057367,0,0,0,1
1,-0.4238569516744381,1.0609907832296943,1.0086586419769232,-0.03309619371577164,1.042966124970542,1.207414889688459,1.339937534328614,0.37731733730557276,1.5570551138194744,0.44825523512741944,1,0,0,0
1,-0.35046316073792233,1.1203290338802727,1.4270959884038241,-0.28114716232139025,-1.0051397750898396,-0.01595937229444,1.443472136343124,0.11715815957500743,1.5570551138194744,1.0502642639418138,1,0,0,0
1,-0.7174321154205013,1.0728584333598092,1.0253961358339994,-0.06065741244972915,-1.843001279659996,-1.5111945813846497,1.0387459648318556,-1.5857019128432388,1.3469146502201574,0.7241760400006836,0,0,0,1
